starttime	seconds	ctime	dtime	ttime	wait
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	18
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	19
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	15
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	8
Sun Mar 02 12:36:36 2025	1740915396	1	18	19	9
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	15
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	7
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	18
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	15
Sun Mar 02 12:36:37 2025	1740915397	0	19	19	4
Sun Mar 02 12:36:37 2025	1740915397	0	19	20	7
Sun Mar 02 12:36:36 2025	1740915396	0	20	20	20
Sun Mar 02 12:36:37 2025	1740915397	0	20	20	20
Sun Mar 02 12:36:37 2025	1740915397	0	19	20	6
Sun Mar 02 12:36:37 2025	1740915397	0	20	20	20
Sun Mar 02 12:36:37 2025	1740915397	0	20	20	18
Sun Mar 02 12:36:37 2025	1740915397	1	19	20	19
Sun Mar 02 12:36:36 2025	1740915396	1	19	20	17
Sun Mar 02 12:36:37 2025	1740915397	0	20	20	20
Sun Mar 02 12:36:37 2025	1740915397	0	20	20	20
Sun Mar 02 12:36:37 2025	1740915397	0	20	20	20
Sun Mar 02 12:36:37 2025	1740915397	0	20	20	10
Sun Mar 02 12:36:37 2025	1740915397	0	20	20	20
Sun Mar 02 12:36:37 2025	1740915397	0	21	21	21
Sun Mar 02 12:36:37 2025	1740915397	0	21	21	11
Sun Mar 02 12:36:37 2025	1740915397	1	20	21	3
Sun Mar 02 12:36:37 2025	1740915397	1	20	21	20
Sun Mar 02 12:36:37 2025	1740915397	0	21	21	21
Sun Mar 02 12:36:37 2025	1740915397	0	21	21	20
Sun Mar 02 12:36:37 2025	1740915397	1	20	21	19
Sun Mar 02 12:36:36 2025	1740915396	1	20	21	20
Sun Mar 02 12:36:37 2025	1740915397	0	21	22	21
Sun Mar 02 12:36:37 2025	1740915397	0	21	22	21
Sun Mar 02 12:36:37 2025	1740915397	0	21	22	2
Sun Mar 02 12:36:37 2025	1740915397	0	22	22	21
Sun Mar 02 12:36:37 2025	1740915397	0	22	22	22
Sun Mar 02 12:36:37 2025	1740915397	1	21	22	17
Sun Mar 02 12:36:37 2025	1740915397	0	22	22	22
Sun Mar 02 12:36:36 2025	1740915396	0	22	22	13
Sun Mar 02 12:36:37 2025	1740915397	0	23	23	21
Sun Mar 02 12:36:37 2025	1740915397	0	23	23	16
Sun Mar 02 12:36:37 2025	1740915397	0	23	23	14
Sun Mar 02 12:36:36 2025	1740915396	0	23	23	23
Sun Mar 02 12:36:37 2025	1740915397	0	23	23	11
Sun Mar 02 12:36:37 2025	1740915397	1	23	23	3
Sun Mar 02 12:36:37 2025	1740915397	0	23	24	22
Sun Mar 02 12:36:37 2025	1740915397	0	24	24	18
Sun Mar 02 12:36:37 2025	1740915397	0	24	24	24
Sun Mar 02 12:36:37 2025	1740915397	0	24	24	24
Sun Mar 02 12:36:37 2025	1740915397	1	24	25	23
Sun Mar 02 12:36:37 2025	1740915397	0	25	25	15
Sun Mar 02 12:36:37 2025	1740915397	0	25	25	25
Sun Mar 02 12:36:36 2025	1740915396	0	25	25	25
Sun Mar 02 12:36:36 2025	1740915396	0	25	25	21
Sun Mar 02 12:36:37 2025	1740915397	0	25	25	25
Sun Mar 02 12:36:36 2025	1740915396	0	25	26	25
Sun Mar 02 12:36:36 2025	1740915396	1	25	26	25
Sun Mar 02 12:36:36 2025	1740915396	0	26	26	24
Sun Mar 02 12:36:37 2025	1740915397	1	25	26	25
Sun Mar 02 12:36:37 2025	1740915397	1	25	26	14
Sun Mar 02 12:36:37 2025	1740915397	0	26	26	26
Sun Mar 02 12:36:37 2025	1740915397	0	26	26	26
Sun Mar 02 12:36:37 2025	1740915397	0	26	27	26
Sun Mar 02 12:36:37 2025	1740915397	0	26	27	26
Sun Mar 02 12:36:36 2025	1740915396	0	26	27	13
Sun Mar 02 12:36:36 2025	1740915396	0	26	27	26
Sun Mar 02 12:36:36 2025	1740915396	1	26	27	17
Sun Mar 02 12:36:37 2025	1740915397	0	27	27	26
Sun Mar 02 12:36:37 2025	1740915397	0	28	28	25
Sun Mar 02 12:36:37 2025	1740915397	0	28	28	28
Sun Mar 02 12:36:37 2025	1740915397	0	28	28	28
Sun Mar 02 12:36:36 2025	1740915396	0	28	29	25
Sun Mar 02 12:36:36 2025	1740915396	0	28	29	25
Sun Mar 02 12:36:37 2025	1740915397	2	27	29	14
Sun Mar 02 12:36:37 2025	1740915397	2	27	29	27
Sun Mar 02 12:36:37 2025	1740915397	0	29	29	29
Sun Mar 02 12:36:37 2025	1740915397	0	30	30	5
Sun Mar 02 12:36:37 2025	1740915397	0	31	31	31
Sun Mar 02 12:36:37 2025	1740915397	0	31	31	3
Sun Mar 02 12:36:37 2025	1740915397	1	30	31	13
Sun Mar 02 12:36:37 2025	1740915397	0	31	31	31
Sun Mar 02 12:36:37 2025	1740915397	0	31	31	23
Sun Mar 02 12:36:37 2025	1740915397	0	31	31	16
Sun Mar 02 12:36:37 2025	1740915397	0	31	31	31
Sun Mar 02 12:36:37 2025	1740915397	0	31	32	31
Sun Mar 02 12:36:37 2025	1740915397	2	30	32	30
Sun Mar 02 12:36:36 2025	1740915396	1	32	33	23
Sun Mar 02 12:36:37 2025	1740915397	0	34	34	27
Sun Mar 02 12:36:37 2025	1740915397	0	34	34	2
Sun Mar 02 12:36:37 2025	1740915397	0	34	34	7
Sun Mar 02 12:36:37 2025	1740915397	0	34	35	33
Sun Mar 02 12:36:37 2025	1740915397	0	34	35	3
Sun Mar 02 12:36:37 2025	1740915397	0	35	35	34
Sun Mar 02 12:36:36 2025	1740915396	1	34	35	21
Sun Mar 02 12:36:37 2025	1740915397	0	36	36	2
Sun Mar 02 12:36:37 2025	1740915397	0	36	36	36
Sun Mar 02 12:36:37 2025	1740915397	0	37	37	30
Sun Mar 02 12:36:37 2025	1740915397	0	39	39	31
Sun Mar 02 12:36:37 2025	1740915397	0	39	39	3
Sun Mar 02 12:36:37 2025	1740915397	0	40	40	40
Sun Mar 02 12:36:37 2025	1740915397	0	41	41	41
Sun Mar 02 12:36:37 2025	1740915397	0	41	41	39
